País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Total	Tasa de variación anual	Duración media de los viajes	2015M10	-0,97
Reino Unido	Dato base	Gasto total	2020M09	149,91
Reino Unido	Dato base	Gasto total	2020M08	281,05
Reino Unido	Dato base	Gasto total	2020M07	373,59
Reino Unido	Dato base	Gasto total	2020M06	3,57
Reino Unido	Dato base	Gasto total	2020M05	0,00
Reino Unido	Dato base	Gasto total	2020M04	0,00
Reino Unido	Dato base	Gasto total	2020M03	379,12
Reino Unido	Dato base	Gasto total	2020M02	842,34
Reino Unido	Dato base	Gasto total	2020M01	729,84
Reino Unido	Dato base	Gasto total	2019M12	772,53
Reino Unido	Dato base	Gasto total	2019M11	816,96
Reino Unido	Dato base	Gasto total	2019M10	1.579,67
Reino Unido	Dato base	Gasto total	2019M09	2.020,15
Reino Unido	Dato base	Gasto total	2019M08	2.510,04
Reino Unido	Dato base	Gasto total	2019M07	2.446,99
Reino Unido	Dato base	Gasto total	2019M06	1.957,20
Reino Unido	Dato base	Gasto total	2019M05	1.795,50
Reino Unido	Dato base	Gasto total	2019M04	1.281,45
Reino Unido	Dato base	Gasto total	2019M03	1.034,01
Reino Unido	Dato base	Gasto total	2019M02	814,40
Reino Unido	Dato base	Gasto total	2019M01	805,25
Reino Unido	Dato base	Gasto total	2018M12	832,94
Reino Unido	Dato base	Gasto total	2018M11	896,11
Reino Unido	Dato base	Gasto total	2018M10	1.616,20
Reino Unido	Dato base	Gasto total	2018M09	2.025,66
Reino Unido	Dato base	Gasto total	2018M08	2.517,63
Reino Unido	Dato base	Gasto total	2018M07	2.387,59
Reino Unido	Dato base	Gasto total	2018M06	2.031,87
Reino Unido	Dato base	Gasto total	2018M05	1.801,01
Reino Unido	Dato base	Gasto total	2018M04	1.205,34
Reino Unido	Dato base	Gasto total	2018M03	1.087,38
Reino Unido	Dato base	Gasto total	2018M02	790,66
Reino Unido	Dato base	Gasto total	2018M01	752,34
Reino Unido	Dato base	Gasto total	2017M12	817,45
Reino Unido	Dato base	Gasto total	2017M11	832,30
Reino Unido	Dato base	Gasto total	2017M10	1.506,04
Reino Unido	Dato base	Gasto total	2017M09	1.965,15
Reino Unido	Dato base	Gasto total	2017M08	2.414,13
Reino Unido	Dato base	Gasto total	2017M07	2.349,26
Reino Unido	Dato base	Gasto total	2017M06	1.931,50
Reino Unido	Dato base	Gasto total	2017M05	1.822,89
Reino Unido	Dato base	Gasto total	2017M04	1.235,82
Reino Unido	Dato base	Gasto total	2017M03	1.045,73
Reino Unido	Dato base	Gasto total	2017M02	802,80
Reino Unido	Dato base	Gasto total	2017M01	766,32
Reino Unido	Dato base	Gasto total	2016M12	915,22
Reino Unido	Dato base	Gasto total	2016M11	780,66
Reino Unido	Dato base	Gasto total	2016M10	1.469,62
Reino Unido	Dato base	Gasto total	2016M09	1.828,17
Reino Unido	Dato base	Gasto total	2016M08	2.274,45
Reino Unido	Dato base	Gasto total	2016M07	2.197,01
Reino Unido	Dato base	Gasto total	2016M06	1.766,61
Reino Unido	Dato base	Gasto total	2016M05	1.495,25
Reino Unido	Dato base	Gasto total	2016M04	1.153,23
Reino Unido	Dato base	Gasto total	2016M03	924,02
Reino Unido	Dato base	Gasto total	2016M02	690,25
Reino Unido	Dato base	Gasto total	2016M01	608,99
Reino Unido	Dato base	Gasto total	2015M12	731,74
Reino Unido	Dato base	Gasto total	2015M11	659,06
Reino Unido	Dato base	Gasto total	2015M10	1.336,41
Reino Unido	Dato base	Gasto medio por persona	2020M09	926
Reino Unido	Dato base	Gasto medio por persona	2020M08	1.096
Reino Unido	Dato base	Gasto medio por persona	2020M07	989
Reino Unido	Dato base	Gasto medio por persona	2020M06	422
Reino Unido	Dato base	Gasto medio por persona	2020M05	0
Reino Unido	Dato base	Gasto medio por persona	2020M04	0
Reino Unido	Dato base	Gasto medio por persona	2020M03	955
Reino Unido	Dato base	Gasto medio por persona	2020M02	928
Reino Unido	Dato base	Gasto medio por persona	2020M01	1.016
Reino Unido	Dato base	Gasto medio por persona	2019M12	983
Reino Unido	Dato base	Gasto medio por persona	2019M11	936
Reino Unido	Dato base	Gasto medio por persona	2019M10	961
Reino Unido	Dato base	Gasto medio por persona	2019M09	965
Reino Unido	Dato base	Gasto medio por persona	2019M08	1.155
Reino Unido	Dato base	Gasto medio por persona	2019M07	1.136
Reino Unido	Dato base	Gasto medio por persona	2019M06	944
Reino Unido	Dato base	Gasto medio por persona	2019M05	921
Reino Unido	Dato base	Gasto medio por persona	2019M04	877
Reino Unido	Dato base	Gasto medio por persona	2019M03	932
Reino Unido	Dato base	Gasto medio por persona	2019M02	920
Reino Unido	Dato base	Gasto medio por persona	2019M01	997
Reino Unido	Dato base	Gasto medio por persona	2018M12	973
Reino Unido	Dato base	Gasto medio por persona	2018M11	959
Reino Unido	Dato base	Gasto medio por persona	2018M10	933
Reino Unido	Dato base	Gasto medio por persona	2018M09	960
Reino Unido	Dato base	Gasto medio por persona	2018M08	1.120
Reino Unido	Dato base	Gasto medio por persona	2018M07	1.078
Reino Unido	Dato base	Gasto medio por persona	2018M06	935
Reino Unido	Dato base	Gasto medio por persona	2018M05	908
Reino Unido	Dato base	Gasto medio por persona	2018M04	847
Reino Unido	Dato base	Gasto medio por persona	2018M03	918
Reino Unido	Dato base	Gasto medio por persona	2018M02	915
Reino Unido	Dato base	Gasto medio por persona	2018M01	941
Reino Unido	Dato base	Gasto medio por persona	2017M12	1.007
Reino Unido	Dato base	Gasto medio por persona	2017M11	913
Reino Unido	Dato base	Gasto medio por persona	2017M10	908
Reino Unido	Dato base	Gasto medio por persona	2017M09	904
Reino Unido	Dato base	Gasto medio por persona	2017M08	1.039
Reino Unido	Dato base	Gasto medio por persona	2017M07	1.009
Reino Unido	Dato base	Gasto medio por persona	2017M06	884
Reino Unido	Dato base	Gasto medio por persona	2017M05	882
Reino Unido	Dato base	Gasto medio por persona	2017M04	820
Reino Unido	Dato base	Gasto medio por persona	2017M03	931
Reino Unido	Dato base	Gasto medio por persona	2017M02	873
Reino Unido	Dato base	Gasto medio por persona	2017M01	960
Reino Unido	Dato base	Gasto medio por persona	2016M12	1.039
Reino Unido	Dato base	Gasto medio por persona	2016M11	900
Reino Unido	Dato base	Gasto medio por persona	2016M10	888
Reino Unido	Dato base	Gasto medio por persona	2016M09	916
Reino Unido	Dato base	Gasto medio por persona	2016M08	1.011
Reino Unido	Dato base	Gasto medio por persona	2016M07	1.014
Reino Unido	Dato base	Gasto medio por persona	2016M06	846
Reino Unido	Dato base	Gasto medio por persona	2016M05	833
Reino Unido	Dato base	Gasto medio por persona	2016M04	810
Reino Unido	Dato base	Gasto medio por persona	2016M03	873
Reino Unido	Dato base	Gasto medio por persona	2016M02	857
Reino Unido	Dato base	Gasto medio por persona	2016M01	880
Reino Unido	Dato base	Gasto medio por persona	2015M12	965
Reino Unido	Dato base	Gasto medio por persona	2015M11	855
Reino Unido	Dato base	Gasto medio por persona	2015M10	855
Reino Unido	Dato base	Gasto medio diario por persona	2020M09	105
Reino Unido	Dato base	Gasto medio diario por persona	2020M08	107
Reino Unido	Dato base	Gasto medio diario por persona	2020M07	125
Reino Unido	Dato base	Gasto medio diario por persona	2020M06	131
Reino Unido	Dato base	Gasto medio diario por persona	2020M05	0
Reino Unido	Dato base	Gasto medio diario por persona	2020M04	0
Reino Unido	Dato base	Gasto medio diario por persona	2020M03	121
Reino Unido	Dato base	Gasto medio diario por persona	2020M02	137
Reino Unido	Dato base	Gasto medio diario por persona	2020M01	121
Reino Unido	Dato base	Gasto medio diario por persona	2019M12	129
Reino Unido	Dato base	Gasto medio diario por persona	2019M11	135
Reino Unido	Dato base	Gasto medio diario por persona	2019M10	132
Reino Unido	Dato base	Gasto medio diario por persona	2019M09	136
Reino Unido	Dato base	Gasto medio diario por persona	2019M08	145
Reino Unido	Dato base	Gasto medio diario por persona	2019M07	149
Reino Unido	Dato base	Gasto medio diario por persona	2019M06	136
Reino Unido	Dato base	Gasto medio diario por persona	2019M05	143
Reino Unido	Dato base	Gasto medio diario por persona	2019M04	133
Reino Unido	Dato base	Gasto medio diario por persona	2019M03	123
Reino Unido	Dato base	Gasto medio diario por persona	2019M02	125
Reino Unido	Dato base	Gasto medio diario por persona	2019M01	112
Reino Unido	Dato base	Gasto medio diario por persona	2018M12	116
Reino Unido	Dato base	Gasto medio diario por persona	2018M11	133
Reino Unido	Dato base	Gasto medio diario por persona	2018M10	128
Reino Unido	Dato base	Gasto medio diario por persona	2018M09	125
Reino Unido	Dato base	Gasto medio diario por persona	2018M08	134
Reino Unido	Dato base	Gasto medio diario por persona	2018M07	142
Reino Unido	Dato base	Gasto medio diario por persona	2018M06	129
Reino Unido	Dato base	Gasto medio diario por persona	2018M05	124
Reino Unido	Dato base	Gasto medio diario por persona	2018M04	122
Reino Unido	Dato base	Gasto medio diario por persona	2018M03	118
Reino Unido	Dato base	Gasto medio diario por persona	2018M02	116
Reino Unido	Dato base	Gasto medio diario por persona	2018M01	106
Reino Unido	Dato base	Gasto medio diario por persona	2017M12	116
Reino Unido	Dato base	Gasto medio diario por persona	2017M11	116
Reino Unido	Dato base	Gasto medio diario por persona	2017M10	119
Reino Unido	Dato base	Gasto medio diario por persona	2017M09	124
Reino Unido	Dato base	Gasto medio diario por persona	2017M08	120
Reino Unido	Dato base	Gasto medio diario por persona	2017M07	133
Reino Unido	Dato base	Gasto medio diario por persona	2017M06	123
Reino Unido	Dato base	Gasto medio diario por persona	2017M05	120
Reino Unido	Dato base	Gasto medio diario por persona	2017M04	114
Reino Unido	Dato base	Gasto medio diario por persona	2017M03	120
Reino Unido	Dato base	Gasto medio diario por persona	2017M02	113
Reino Unido	Dato base	Gasto medio diario por persona	2017M01	102
Reino Unido	Dato base	Gasto medio diario por persona	2016M12	109
Reino Unido	Dato base	Gasto medio diario por persona	2016M11	119
Reino Unido	Dato base	Gasto medio diario por persona	2016M10	116
Reino Unido	Dato base	Gasto medio diario por persona	2016M09	114
Reino Unido	Dato base	Gasto medio diario por persona	2016M08	110
Reino Unido	Dato base	Gasto medio diario por persona	2016M07	124
Reino Unido	Dato base	Gasto medio diario por persona	2016M06	114
Reino Unido	Dato base	Gasto medio diario por persona	2016M05	121
Reino Unido	Dato base	Gasto medio diario por persona	2016M04	111
Reino Unido	Dato base	Gasto medio diario por persona	2016M03	110
Reino Unido	Dato base	Gasto medio diario por persona	2016M02	104
Reino Unido	Dato base	Gasto medio diario por persona	2016M01	97
Reino Unido	Dato base	Gasto medio diario por persona	2015M12	84
Reino Unido	Dato base	Gasto medio diario por persona	2015M11	111
Reino Unido	Dato base	Gasto medio diario por persona	2015M10	105
Reino Unido	Dato base	Duración media de los viajes	2020M09	8,85
Reino Unido	Dato base	Duración media de los viajes	2020M08	10,22
Reino Unido	Dato base	Duración media de los viajes	2020M07	7,91
Reino Unido	Dato base	Duración media de los viajes	2020M06	3,23
Reino Unido	Dato base	Duración media de los viajes	2020M05	0,00
Reino Unido	Dato base	Duración media de los viajes	2020M04	0,00
Reino Unido	Dato base	Duración media de los viajes	2020M03	7,88
Reino Unido	Dato base	Duración media de los viajes	2020M02	6,78
Reino Unido	Dato base	Duración media de los viajes	2020M01	8,42
Reino Unido	Dato base	Duración media de los viajes	2019M12	7,63
Reino Unido	Dato base	Duración media de los viajes	2019M11	6,96
Reino Unido	Dato base	Duración media de los viajes	2019M10	7,26
Reino Unido	Dato base	Duración media de los viajes	2019M09	7,08
Reino Unido	Dato base	Duración media de los viajes	2019M08	7,99
Reino Unido	Dato base	Duración media de los viajes	2019M07	7,62
Reino Unido	Dato base	Duración media de los viajes	2019M06	6,94
Reino Unido	Dato base	Duración media de los viajes	2019M05	6,44
Reino Unido	Dato base	Duración media de los viajes	2019M04	6,60
Reino Unido	Dato base	Duración media de los viajes	2019M03	7,56
Reino Unido	Dato base	Duración media de los viajes	2019M02	7,38
Reino Unido	Dato base	Duración media de los viajes	2019M01	8,89
Reino Unido	Dato base	Duración media de los viajes	2018M12	8,37
Reino Unido	Dato base	Duración media de los viajes	2018M11	7,19
Reino Unido	Dato base	Duración media de los viajes	2018M10	7,28
Reino Unido	Dato base	Duración media de los viajes	2018M09	7,67
Reino Unido	Dato base	Duración media de los viajes	2018M08	8,37
Reino Unido	Dato base	Duración media de los viajes	2018M07	7,59
Reino Unido	Dato base	Duración media de los viajes	2018M06	7,27
Reino Unido	Dato base	Duración media de los viajes	2018M05	7,35
Reino Unido	Dato base	Duración media de los viajes	2018M04	6,93
Reino Unido	Dato base	Duración media de los viajes	2018M03	7,79
Reino Unido	Dato base	Duración media de los viajes	2018M02	7,90
Reino Unido	Dato base	Duración media de los viajes	2018M01	8,89
Reino Unido	Dato base	Duración media de los viajes	2017M12	8,69
Reino Unido	Dato base	Duración media de los viajes	2017M11	7,87
Reino Unido	Dato base	Duración media de los viajes	2017M10	7,61
Reino Unido	Dato base	Duración media de los viajes	2017M09	7,28
Reino Unido	Dato base	Duración media de los viajes	2017M08	8,65
Reino Unido	Dato base	Duración media de los viajes	2017M07	7,60
Reino Unido	Dato base	Duración media de los viajes	2017M06	7,20
Reino Unido	Dato base	Duración media de los viajes	2017M05	7,34
Reino Unido	Dato base	Duración media de los viajes	2017M04	7,20
Reino Unido	Dato base	Duración media de los viajes	2017M03	7,75
Reino Unido	Dato base	Duración media de los viajes	2017M02	7,76
Reino Unido	Dato base	Duración media de los viajes	2017M01	9,39
Reino Unido	Dato base	Duración media de los viajes	2016M12	9,55
Reino Unido	Dato base	Duración media de los viajes	2016M11	7,56
Reino Unido	Dato base	Duración media de los viajes	2016M10	7,66
Reino Unido	Dato base	Duración media de los viajes	2016M09	8,01
Reino Unido	Dato base	Duración media de los viajes	2016M08	9,22
Reino Unido	Dato base	Duración media de los viajes	2016M07	8,19
Reino Unido	Dato base	Duración media de los viajes	2016M06	7,44
Reino Unido	Dato base	Duración media de los viajes	2016M05	6,87
Reino Unido	Dato base	Duración media de los viajes	2016M04	7,32
Reino Unido	Dato base	Duración media de los viajes	2016M03	7,91
Reino Unido	Dato base	Duración media de los viajes	2016M02	8,21
Reino Unido	Dato base	Duración media de los viajes	2016M01	9,10
Reino Unido	Dato base	Duración media de los viajes	2015M12	11,54
Reino Unido	Dato base	Duración media de los viajes	2015M11	7,67
Reino Unido	Dato base	Duración media de los viajes	2015M10	8,13
Reino Unido	Tasa de variación anual	Gasto total	2020M09	-92,58
Reino Unido	Tasa de variación anual	Gasto total	2020M08	-88,80
Reino Unido	Tasa de variación anual	Gasto total	2020M07	-84,73
Reino Unido	Tasa de variación anual	Gasto total	2020M06	-99,82
Reino Unido	Tasa de variación anual	Gasto total	2020M05	-100,00
Reino Unido	Tasa de variación anual	Gasto total	2020M04	-100,00
Reino Unido	Tasa de variación anual	Gasto total	2020M03	-63,33
